Package ID,Package Name,Country,Cities Covered,Duration,Hotel Category,Meals,Transportation,Major Attractions,Activities,Package Type,Best For,Rating,Estimated Cost 
IND0012,Delhi Explorer Package,India,Delhi,3 Days / 2 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Lodhi Garden, Delhi Local Market, Delhi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Park,Botanical,4.5,20999
IND0013,Delhi Explorer Package,India,Delhi,4 Days / 3 Nights,5-Star,Breakfast,Flight + Cab,"National Gallery of Modern Art, Delhi Local Market, Delhi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Museum,Artistic,4.5,22999
IND0014,Delhi Explorer Package,India,Delhi,3 Days / 2 Nights,4-Star,Breakfast,Train + Cab,"National Zoological Park, Delhi Local Market, Delhi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Zoo,Environmental,4.1,16999
IND0015,Delhi Explorer Package,India,Delhi,6 Days / 5 Nights,4-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Qutub Minar, Delhi Local Market, Delhi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Monument,Historical,4.5,33999
IND0016,Delhi Explorer Package,India,Delhi,3 Days / 2 Nights,3-Star,Breakfast + Dinner,Train + Cab,"National Science Centre, Delhi Local Market, Delhi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Science,Scientific,4.4,16999
IND0017,Mumbai Explorer Package,India,Mumbai,5 Days / 4 Nights,4-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Marine Drive, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Promenade,Scenic,4.5,24999
IND0018,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Gateway of India, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Monument,Historical,4.6,24999
IND0019,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,4-Star,Breakfast,Flight + Cab,"Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Museum,Historical,4.6,22999
IND0020,Mumbai Explorer Package,India,Mumbai,7 Days / 6 Nights,Luxury Heritage,Breakfast + Dinner,AC Coach,"Sanjay Gandhi National Park, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",National Park,Wildlife,4.3,41999
IND0021,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,3-Star,Breakfast,Private Cab,"Siddhivinayak Temple, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.8,24999
IND0022,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Mahalaxmi Temple, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.7,20999
IND0023,Mumbai Explorer Package,India,Mumbai,6 Days / 5 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Haji Ali Dargah, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Religious Shrine,Religious,4.4,35999
IND0024,Mumbai Explorer Package,India,Mumbai,7 Days / 6 Nights,3-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Chowpatty Beach, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Recreational,4.3,35999
IND0025,Mumbai Explorer Package,India,Mumbai,5 Days / 4 Nights,5-Star,Breakfast + Dinner,AC Coach,"Essel World, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Amusement Park,Recreational,4.3,24999
IND0026,Mumbai Explorer Package,India,Mumbai,6 Days / 5 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Elephanta Caves, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Monument,Historical,4.3,29999
IND0027,Lonavala Explorer Package,India,Lonavala,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Imagicaa, Lonavala Local Market, Lonavala City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Amusement Park,Recreational,1.4,35999
IND0028,Bangalore Explorer Package,India,Bangalore,4 Days / 3 Nights,4-Star,Breakfast + Lunch + Dinner,Private Cab,"Bangalore Palace, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Palace,Historical,4.2,22999
IND0029,Bangalore Explorer Package,India,Bangalore,7 Days / 6 Nights,Luxury Heritage,Breakfast,Private Cab,"Lalbagh Botanical Garden, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Botanical Garden,Nature,4.4,39999
IND0030,Bangalore Explorer Package,India,Bangalore,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Cubbon Park, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Park,Nature,4.4,28999
IND0031,Bangalore Explorer Package,India,Bangalore,7 Days / 6 Nights,3-Star,Breakfast + Lunch + Dinner,Train + Cab,"Vidhana Soudha, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Government Building,Architectural,4.6,35999
IND0032,Bangalore Explorer Package,India,Bangalore,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,Train + Cab,"ISKCON Temple Bangalore, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.6,16999
IND0033,Hyderabad Explorer Package,India,Hyderabad,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Charminar, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Landmark,Historical,4.5,37999
IND0034,Hyderabad Explorer Package,India,Hyderabad,4 Days / 3 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Golconda Fort, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Fort,Historical,4.4,20999
IND0035,Hyderabad Explorer Package,India,Hyderabad,6 Days / 5 Nights,3-Star,Breakfast,AC Coach,"Hussain Sagar Lake, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Lake,Scenic,4.3,35999
IND0036,Hyderabad Explorer Package,India,Hyderabad,3 Days / 2 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Ramoji Film City, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Film Studio,Entertainment,4.4,18999
IND0037,Hyderabad Explorer Package,India,Hyderabad,7 Days / 6 Nights,3-Star,Breakfast,Private Cab,"Salar Jung Museum, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Museum,Historical,4.4,37999
IND0038,Hyderabad Explorer Package,India,Hyderabad,4 Days / 3 Nights,3-Star,Breakfast + Dinner,Private Cab,"Qutb Shahi Tombs, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Tombs,Historical,4.4,18999
IND0039,Hyderabad Explorer Package,India,Hyderabad,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Birla Mandir, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.7,37999
IND0040,Hyderabad Explorer Package,India,Hyderabad,4 Days / 3 Nights,Luxury Heritage,Breakfast,Train + Cab,"Chowmahalla Palace, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Palace,Historical,4.4,20999
IND0041,Hyderabad Explorer Package,India,Hyderabad,6 Days / 5 Nights,3-Star,Breakfast,Train + Cab,"Nehru Zoological Park, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Zoo,Wildlife,4.2,31999
IND0042,Hyderabad Explorer Package,India,Hyderabad,5 Days / 4 Nights,Luxury Heritage,Breakfast + Dinner,Private Cab,"Lumbini Park, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Park,Recreational,4.1,30999
IND0043,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Victoria Memorial, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Museum,Historical,4.6,14999
IND0044,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,4-Star,Breakfast,Train + Cab,"Howrah Bridge, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Bridge,Architectural,4.6,16999
IND0045,Kolkata Explorer Package,India,Kolkata,4 Days / 3 Nights,4-Star,Breakfast + Dinner,Train + Cab,"Indian Museum, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Museum,Historical,4.6,24999
IND0046,Kolkata Explorer Package,India,Kolkata,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Dakshineswar Kali Temple, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.7,18999
IND0047,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,3-Star,Breakfast,AC Coach,"Kalighat Kali Temple, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.4,14999
IND0048,Kolkata Explorer Package,India,Kolkata,6 Days / 5 Nights,Luxury Heritage,Breakfast,Train + Cab,"Eden Gardens, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cricket Ground,Sports,4.1,35999
IND0049,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,Luxury Heritage,Breakfast,Train + Cab,"Alipore Zoological Gardens, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Zoo,Wildlife,4.3,16999
IND0050,Kolkata Explorer Package,India,Kolkata,5 Days / 4 Nights,5-Star,Breakfast + Dinner,Train + Cab,"Science City Kolkata, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Science,Educational,4.4,30999
IND0051,Kolkata Explorer Package,India,Kolkata,4 Days / 3 Nights,5-Star,Breakfast,Private Cab,"Belur Math, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Site,Religious,4.7,20999
IND0052,Kolkata Explorer Package,India,Kolkata,7 Days / 6 Nights,5-Star,Breakfast,Private Cab,"Marble Palace, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Palace,Historical,4.4,35999
IND0053,Goa Explorer Package,India,Goa,7 Days / 6 Nights,4-Star,Breakfast,Private Cab,"Calangute Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.4,41999
IND0054,Goa Explorer Package,India,Goa,4 Days / 3 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Basilica of Bom Jesus, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Church,Historical,4.5,18999
IND0055,Goa Explorer Package,India,Goa,6 Days / 5 Nights,4-Star,Breakfast + Lunch + Dinner,Private Cab,"Fort Aguada, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Fort,Historical,4.2,29999
IND0056,Goa Explorer Package,India,Goa,7 Days / 6 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Dudhsagar Falls, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Waterfall,Nature,4.6,35999
IND0057,Goa Explorer Package,India,Goa,5 Days / 4 Nights,5-Star,Breakfast,Flight + Cab,"Anjuna Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.4,26999
IND0058,Goa Explorer Package,India,Goa,6 Days / 5 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Chapora Fort, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Fort,Historical,4.2,31999
IND0059,Goa Explorer Package,India,Goa,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Se Cathedral, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Church,Historical,4.5,14999
IND0060,Goa Explorer Package,India,Goa,3 Days / 2 Nights,5-Star,Breakfast,Flight + Cab,"Baga Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.5,16999
IND0061,Goa Explorer Package,India,Goa,3 Days / 2 Nights,5-Star,Breakfast + Dinner,AC Coach,"Arambol Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.6,16999
IND0062,Goa Explorer Package,India,Goa,6 Days / 5 Nights,3-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Palolem Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.6,33999
IND0063,Goa Explorer Package,India,Goa,3 Days / 2 Nights,5-Star,Breakfast,Private Cab,"Colva Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.3,16999
IND0064,Goa Explorer Package,India,Goa,7 Days / 6 Nights,5-Star,Breakfast + Dinner,AC Coach,"Miramar Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.2,37999
IND0065,Goa Explorer Package,India,Goa,5 Days / 4 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Aguada Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Beach,Scenic,4.5,26999
IND0066,Goa Explorer Package,India,Goa,5 Days / 4 Nights,3-Star,Breakfast + Lunch + Dinner,Train + Cab,"Dr. Salim Ali Bird Santuary, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Bird Sanctuary,Wildlife,3.9,24999
IND0067,Ahmedabad Explorer Package,India,Ahmedabad,5 Days / 4 Nights,3-Star,Breakfast + Dinner,AC Coach,"Sabarmati Ashram, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Guided Tour, Museum Visit, Photography",Historical,Historical,4.6,24999
IND0068,Dwarka Explorer Package,India,Dwarka,5 Days / 4 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Dwarkadhish Temple, Dwarka Local Market, Dwarka City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.7,26999
IND0069,Junagadh Explorer Package,India,Junagadh,7 Days / 6 Nights,3-Star,Breakfast,AC Coach,"Gir National Park, Junagadh Local Market, Junagadh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",National Park,Wildlife,4.5,35999
IND0070,Bhuj Explorer Package,India,Bhuj,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"White Desert, Bhuj Local Market, Bhuj City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Site,Nature,4.6,35999
IND0071,Vadodara Explorer Package,India,Vadodara,6 Days / 5 Nights,3-Star,Breakfast + Dinner,Flight + Cab,"Laxmi Vilas Palace, Vadodara Local Market, Vadodara City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Palace,Historical,4.4,31999
IND0072,Somnath Explorer Package,India,Somnath,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,AC Coach,"Somnath Temple, Somnath Local Market, Somnath City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Temple,Religious,4.8,18999
IND0073,Rann of Kutch Explorer Package,India,Rann of Kutch,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Rann Utsav, Rann of Kutch Local Market, Rann of Kutch City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,Cultural,4.9,18999
IND0074,Kevadia Explorer Package,India,Kevadia,4 Days / 3 Nights,4-Star,Breakfast + Dinner,Private Cab,"Statue of Unity, Kevadia Local Market, Kevadia City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Monument,Historical,4.6,20999
IND0075,Gandhinagar Explorer Package,India,Gandhinagar,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Dandi Kutir, Gandhinagar Local Market, Gandhinagar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Museum,Historical,4.5,22999
IND0076,Ahmedabad Explorer Package,India,Ahmedabad,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Private Cab,"Sabarmati Riverfront, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Urban Development Project,Recreational,4.6,26999
IND0077,Ahmedabad Explorer Package,India,Ahmedabad,6 Days / 5 Nights,4-Star,Breakfast + Dinner,Flight + Cab,"Manek Chowk, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Market,Food,4.4,31999
IND0078,Ahmedabad Explorer Package,India,Ahmedabad,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Kankaria Lake, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Lake,Recreational,4.5,26999
IND0079,Ahmedabad Explorer Package,India,Ahmedabad,6 Days / 5 Nights,5-Star,Breakfast,Flight + Cab,"Science City, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Science,Educational,4.4,33999
IND0080,Jaipur Explorer Package,India,Jaipur,5 Days / 4 Nights,5-Star,Breakfast,Private Cab,"Hawa Mahal, Jaipur Local Market, Jaipur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Palace,Architectural,4.4,30999
IND0081,Udaipur Explorer Package,India,Udaipur,5 Days / 4 Nights,5-Star,Breakfast,Private Cab,"City Palace, Udaipur Local Market, Udaipur City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Palace,Historical,4.4,26999
