Package ID,Package Name,Country,Cities Covered,Duration,Hotel Category,Meals,Transportation,Major Attractions,Activities,Package Type,Best For,Rating,Estimated Cost 
IND0016,Delhi Explorer Package,India,Delhi,3 Days / 2 Nights,3-Star,Breakfast + Dinner,Train + Cab,"National Science Centre, Delhi Local Market, Delhi City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.4,88174
IND0017,Mumbai Explorer Package,India,Mumbai,5 Days / 4 Nights,4-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Marine Drive, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.5,15886
IND0018,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Gateway of India, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.6,31984
IND0019,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,4-Star,Breakfast,Flight + Cab,"Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.6,44453
IND0020,Mumbai Explorer Package,India,Mumbai,7 Days / 6 Nights,Luxury Heritage,Breakfast + Dinner,AC Coach,"Sanjay Gandhi National Park, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.3,45149
IND0021,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,3-Star,Breakfast,Private Cab,"Siddhivinayak Temple, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.8,98138
IND0022,Mumbai Explorer Package,India,Mumbai,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Mahalaxmi Temple, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.7,23533
IND0023,Mumbai Explorer Package,India,Mumbai,6 Days / 5 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Haji Ali Dargah, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,40825
IND0024,Mumbai Explorer Package,India,Mumbai,7 Days / 6 Nights,3-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Chowpatty Beach, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Grand Tour,All Travelers,4.3,138779
IND0025,Mumbai Explorer Package,India,Mumbai,5 Days / 4 Nights,5-Star,Breakfast + Dinner,AC Coach,"Essel World, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.3,14556
IND0026,Mumbai Explorer Package,India,Mumbai,6 Days / 5 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Elephanta Caves, Mumbai Local Market, Mumbai City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.3,38442
IND0027,Lonavala Explorer Package,India,Lonavala,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"Imagicaa, Lonavala Local Market, Lonavala City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,1.4,56823
IND0028,Bangalore Explorer Package,India,Bangalore,4 Days / 3 Nights,4-Star,Breakfast + Lunch + Dinner,Private Cab,"Bangalore Palace, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.2,31944
IND0029,Bangalore Explorer Package,India,Bangalore,7 Days / 6 Nights,Luxury Heritage,Breakfast,Private Cab,"Lalbagh Botanical Garden, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.4,130498
IND0030,Bangalore Explorer Package,India,Bangalore,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Cubbon Park, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.4,29191
IND0031,Bangalore Explorer Package,India,Bangalore,7 Days / 6 Nights,3-Star,Breakfast + Lunch + Dinner,Train + Cab,"Vidhana Soudha, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.6,43157
IND0032,Bangalore Explorer Package,India,Bangalore,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,Train + Cab,"ISKCON Temple Bangalore, Bangalore Local Market, Bangalore City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.6,86380
IND0033,Hyderabad Explorer Package,India,Hyderabad,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Charminar, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.5,17016
IND0034,Hyderabad Explorer Package,India,Hyderabad,4 Days / 3 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Golconda Fort, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,30467
IND0035,Hyderabad Explorer Package,India,Hyderabad,6 Days / 5 Nights,3-Star,Breakfast,AC Coach,"Hussain Sagar Lake, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.3,52382
IND0036,Hyderabad Explorer Package,India,Hyderabad,3 Days / 2 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Ramoji Film City, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.4,26801
IND0037,Hyderabad Explorer Package,India,Hyderabad,7 Days / 6 Nights,3-Star,Breakfast,Private Cab,"Salar Jung Museum, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.4,131259
IND0038,Hyderabad Explorer Package,India,Hyderabad,4 Days / 3 Nights,3-Star,Breakfast + Dinner,Private Cab,"Qutb Shahi Tombs, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.4,25383
IND0039,Hyderabad Explorer Package,India,Hyderabad,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Birla Mandir, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.7,42173
IND0040,Hyderabad Explorer Package,India,Hyderabad,4 Days / 3 Nights,Luxury Heritage,Breakfast,Train + Cab,"Chowmahalla Palace, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.4,99175
IND0041,Hyderabad Explorer Package,India,Hyderabad,6 Days / 5 Nights,3-Star,Breakfast,Train + Cab,"Nehru Zoological Park, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.2,15326
IND0042,Hyderabad Explorer Package,India,Hyderabad,5 Days / 4 Nights,Luxury Heritage,Breakfast + Dinner,Private Cab,"Lumbini Park, Hyderabad Local Market, Hyderabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.1,34749
IND0043,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Victoria Memorial, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.6,38070
IND0044,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,4-Star,Breakfast,Train + Cab,"Howrah Bridge, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,27002
IND0045,Kolkata Explorer Package,India,Kolkata,4 Days / 3 Nights,4-Star,Breakfast + Dinner,Train + Cab,"Indian Museum, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.6,98412
IND0046,Kolkata Explorer Package,India,Kolkata,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Dakshineswar Kali Temple, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.7,26369
IND0047,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,3-Star,Breakfast,AC Coach,"Kalighat Kali Temple, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,28481
IND0048,Kolkata Explorer Package,India,Kolkata,6 Days / 5 Nights,Luxury Heritage,Breakfast,Train + Cab,"Eden Gardens, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.1,124272
IND0049,Kolkata Explorer Package,India,Kolkata,3 Days / 2 Nights,Luxury Heritage,Breakfast,Train + Cab,"Alipore Zoological Gardens, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.3,11285
IND0050,Kolkata Explorer Package,India,Kolkata,5 Days / 4 Nights,5-Star,Breakfast + Dinner,Train + Cab,"Science City Kolkata, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.4,35723
IND0051,Kolkata Explorer Package,India,Kolkata,4 Days / 3 Nights,5-Star,Breakfast,Private Cab,"Belur Math, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.7,43504
IND0052,Kolkata Explorer Package,India,Kolkata,7 Days / 6 Nights,5-Star,Breakfast,Private Cab,"Marble Palace, Kolkata Local Market, Kolkata City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.4,47350
IND0053,Goa Explorer Package,India,Goa,7 Days / 6 Nights,4-Star,Breakfast,Private Cab,"Calangute Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Luxury,Premium Travelers,4.4,131863
IND0054,Goa Explorer Package,India,Goa,4 Days / 3 Nights,3-Star,Breakfast + Lunch + Dinner,AC Coach,"Basilica of Bom Jesus, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.5,25416
IND0055,Goa Explorer Package,India,Goa,6 Days / 5 Nights,4-Star,Breakfast + Lunch + Dinner,Private Cab,"Fort Aguada, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.2,41779
IND0056,Goa Explorer Package,India,Goa,7 Days / 6 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Flight + Cab,"Dudhsagar Falls, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.6,137409
IND0057,Goa Explorer Package,India,Goa,5 Days / 4 Nights,5-Star,Breakfast,Flight + Cab,"Anjuna Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Budget,"Students, Solo Travelers",4.4,13930
IND0058,Goa Explorer Package,India,Goa,6 Days / 5 Nights,5-Star,Breakfast + Dinner,Flight + Cab,"Chapora Fort, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.2,38306
IND0059,Goa Explorer Package,India,Goa,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Private Cab,"Se Cathedral, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.5,38136
IND0060,Goa Explorer Package,India,Goa,3 Days / 2 Nights,5-Star,Breakfast,Flight + Cab,"Baga Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Adventure,Adventure Lovers,4.5,27605
IND0061,Goa Explorer Package,India,Goa,3 Days / 2 Nights,5-Star,Breakfast + Dinner,AC Coach,"Arambol Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Luxury,Premium Travelers,4.6,88863
IND0062,Goa Explorer Package,India,Goa,6 Days / 5 Nights,3-Star,Breakfast + Lunch + Dinner,Flight + Cab,"Palolem Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Cultural,History Enthusiasts,4.6,32199
IND0063,Goa Explorer Package,India,Goa,3 Days / 2 Nights,5-Star,Breakfast,Private Cab,"Colva Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Nature & Wildlife,Nature Lovers,4.3,25524
IND0064,Goa Explorer Package,India,Goa,7 Days / 6 Nights,5-Star,Breakfast + Dinner,AC Coach,"Miramar Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Grand Tour,All Travelers,4.2,136646
IND0065,Goa Explorer Package,India,Goa,5 Days / 4 Nights,5-Star,Breakfast + Lunch + Dinner,Train + Cab,"Aguada Beach, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Water Sports, Beach Walk, Sunset Cruise",Budget,"Students, Solo Travelers",4.5,15843
IND0066,Goa Explorer Package,India,Goa,5 Days / 4 Nights,3-Star,Breakfast + Lunch + Dinner,Train + Cab,"Dr. Salim Ali Bird Santuary, Goa Local Market, Goa City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,3.9,37314
IND0067,Ahmedabad Explorer Package,India,Ahmedabad,5 Days / 4 Nights,3-Star,Breakfast + Dinner,AC Coach,"Sabarmati Ashram, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Guided Tour, Museum Visit, Photography",Honeymoon,Couples,4.6,49467
IND0068,Dwarka Explorer Package,India,Dwarka,5 Days / 4 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,Train + Cab,"Dwarkadhish Temple, Dwarka Local Market, Dwarka City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.7,38918
IND0069,Junagadh Explorer Package,India,Junagadh,7 Days / 6 Nights,3-Star,Breakfast,AC Coach,"Gir National Park, Junagadh Local Market, Junagadh City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.5,128997
IND0070,Bhuj Explorer Package,India,Bhuj,7 Days / 6 Nights,5-Star,Breakfast + Lunch + Dinner,AC Coach,"White Desert, Bhuj Local Market, Bhuj City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.6,34013
IND0071,Vadodara Explorer Package,India,Vadodara,6 Days / 5 Nights,3-Star,Breakfast + Dinner,Flight + Cab,"Laxmi Vilas Palace, Vadodara Local Market, Vadodara City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,38646
IND0072,Somnath Explorer Package,India,Somnath,3 Days / 2 Nights,4-Star,Breakfast + Lunch + Dinner,AC Coach,"Somnath Temple, Somnath Local Market, Somnath City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Grand Tour,All Travelers,4.8,88709
IND0073,Rann of Kutch Explorer Package,India,Rann of Kutch,3 Days / 2 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Rann Utsav, Rann of Kutch Local Market, Rann of Kutch City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Budget,"Students, Solo Travelers",4.9,10648
IND0074,Kevadia Explorer Package,India,Kevadia,4 Days / 3 Nights,4-Star,Breakfast + Dinner,Private Cab,"Statue of Unity, Kevadia Local Market, Kevadia City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Family,Families,4.6,31722
IND0075,Gandhinagar Explorer Package,India,Gandhinagar,4 Days / 3 Nights,Luxury Heritage,Breakfast + Lunch + Dinner,AC Coach,"Dandi Kutir, Gandhinagar Local Market, Gandhinagar City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Honeymoon,Couples,4.5,41697
IND0076,Ahmedabad Explorer Package,India,Ahmedabad,5 Days / 4 Nights,3-Star,Breakfast + Dinner,Private Cab,"Sabarmati Riverfront, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Adventure,Adventure Lovers,4.6,38669
IND0077,Ahmedabad Explorer Package,India,Ahmedabad,6 Days / 5 Nights,4-Star,Breakfast + Dinner,Flight + Cab,"Manek Chowk, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Luxury,Premium Travelers,4.4,118558
IND0078,Ahmedabad Explorer Package,India,Ahmedabad,5 Days / 4 Nights,4-Star,Breakfast,AC Coach,"Kankaria Lake, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Cultural,History Enthusiasts,4.5,27018
IND0079,Ahmedabad Explorer Package,India,Ahmedabad,6 Days / 5 Nights,5-Star,Breakfast,Flight + Cab,"Science City, Ahmedabad Local Market, Ahmedabad City Museum, Sunset View Point, Heritage Walk, Famous Temple, Botanical Garden, Riverfront, Photography Spots","Sightseeing, Local Food Tour, Photography",Nature & Wildlife,Nature Lovers,4.4,40176
